,Utterance,Content_Focus,Media_Production,Inclusive_Disposition,Social_Disposition,Collaborative_Disposition,Cross-Cultural_Disposition,Info_Sharing,Participatory_Teaching,Feedback,Idea_Introduction,Knowledge_Acquisition,Curiosity,Self-Awareness,Task_Orientation,Technical_Difficulty,Language_Issues
201,"Yeah so a lot has, a lot was supposed to go on. Those people who are having a one week holiday and uh. Yeah, I know Arvind, you were supposed to make something right? A video.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"Well, we ended up being available, we had the week off. We weren't able to finish the script of the movie yet. We finished the script on Wednesday and today we are expected to shoot so.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Today you expected to do what?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,To shoot. The video.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,You have the script ready?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"Yeah, I put it in the chat, but I'll I'll repost it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"OK. OK. So. So I'm just wondering, MPESA team- were you able to share your video to Arvind?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"No, we had a technical problem.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,We had a technical problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"Oh, OK. OK. So maybe before we continue, you might want to request your teacher to do that in the process? Like you could list maybe via e-mail or here in the chat window, like create a Google Drive link and then maybe you can download from there?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"OK. Because Arvind I suppose it's you, if you're going to make the video this coming this coming week, you'd need the video urgently. Right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"Say it again, sorry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"If you're going to make the video to shoot the video and edit the video in the coming week, you'll need the video from MPESA foundation, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"That's the thing, I was checking if I got it because last time I did get it, but I don't think I was able to access the video.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,I wasn't able to access the video. I don't think it worked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Okay. And what about now?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,I'm trying to check right now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"OK. OK. So what have you guys been up to like, um. What have you been up to? I know Arvind, you've been working on the script. What about the MPESA team? What have you been up to concerning this? You know, we say this is team brainy, team Lego Mindstorm,right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Yeah so any time we're meeting we need to refresh our Lego Mindstorm meetup or something.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,We learned more about sensors. Which you can use on like ultrasonic sensorto measure the distance. Yeah.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
221,"Well, do you have something that you can share?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Yeah. Benson can show you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,"Benson, you can go ahead and share.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Okay. Okay. No problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"Just so as Benson is looking for the video, maybe Arvind, you might wanna share the final script that you're going to shoot the video from today so that maybe you can have a glimpse of it.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,"(crosstalk) Uh secondly, I just downloaded the video. I just got it. Before I wasn't able to like watch the video through, like Google. But I tried downloading the video and it didn't work last time. So I've downloaded it again and now it works so I have the other video now.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,"Okay, so now you have the MPESA students' video right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Yeah. I'll have the color follow it. And the script is in the chat.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,"Okay. So. Okay. Okay. Maybe let me, let me open it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,I think the script allows you guys to edit too.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,"So I’ve tried to share it. Well, but it would be a bit harder for me to control if it were for you people to control it while, I'm the one sharing it. Maybe you might wanna share it?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Maybe like we can share through.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"Maybe from your end. Yeah, because it would be a bit hard for me to control at the same time, you are talking at least something about it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Maybe like we can share our emails and you can share through email so everyone can have edit access or viewing access.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Because if you just share the doc through like the link. I think it's only viewing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"No, we can edit it though.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"Oh yeah. We can edit it, it's editable.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,OK so let me just send a brand new link out of the whole.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"Yeah, I know. That's why.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Oh they don't want it to be editable. Oh. I just I thought I thought they were. Or we could try.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,How do you… How do you delete... OK. This is why we need this work.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Begin with this. Can we see their chat?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Only I can edit it from here.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Can we leave this on because...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,OK... What did you edit?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"We didn't edit anything, we just put the script writer for your name.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"Yes, yeah. (crosstalk) So, director, director is gonna be yourself, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,"No, director's gonna be somebody else in fact.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"Wait, wait a minute. Okay, wait what?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Do you not wanna direct your video?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,I kinda want (Name - Eduardo?) right there because he has the right voice and the right anger for the scene.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252,Fire. (laughing with NYSCI Students),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,"OK, so I think you guys should not be able to edit anymore.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"OK, then MPESA team are you ready with your video? Arvind? What's on that?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"You have it. OK, you can go ahead and share.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"So in this tutorial we are going to to present about the ultrasonic sensors by use of the Lego Mindstorm, so we are going to use ultrasonic sensors us to measure distances. Maybe she can demonstrate.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
257,"Ok where is, where is Benson? Why are you not sharing the video?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Are you finding any difficulties sharing?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"Hello, hi Chris. How are you?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Yeah. How are you doing?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,I'm doing great. It's been long.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Yeah it's been long.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Okay. Okay. So maybe you might try to help Benson and Salome to share their video.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"Um, a video they have?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Yeah. They say they have a video they want to share.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Okay. Go ahead and help them to share.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,OK. Let me try.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,"So meanwhile maybe when they're uploading the video I'll try to make the prototype of the whole project. You remember it was an automated hanging line using the Lego Mindstorm.  So I'm still in the process of making the prototype, the actual thing and how it was. So when I make the prototype after I do it I'll send the link to you and I'll share the video.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
269,So how far are you with the prototype?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,I'm almost done. Let's say it will take almost one more day to write the programs.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Okay. Maybe you might wanna share the programs to(Inaudible) so that maybe somebody can be of help.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,"Actually, I'm almost done, so let's say the next meetup that you'll have the video ready and the program will be ready cause I don't have the program now on this computer.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,"That's great. So, Benson?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274,So let me try to get to Benson wherever he is and then see if I can help him.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"Oh, he's. Is he not in school?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Uh he's in school, but in another place.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,"Okay. Okay. That's great. That's fine. Salome doesn't have a video to share. Okay. Okay. Ok, meanwhile, Benson, can you hear me?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"Well, so maybe, what, are you finding it difficult to share or what's the problem, maybe he can direct you on how you're going to share it? You have the video in your computer?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,I think Benson can share part of the what's the prototype cause I think you can't have the video right now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"Okay. Okay. Okay. That should be great. Benson, maybe, you might go ahead and explain your prototype.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Benson are you people getting me?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"We are presenting on the ultrasonic sensors and we are using them to measure distances. Maybe Salome can show, as a demonstration, Salome can show you the distances as I try to reflect the signals.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283,So the ultrasonic sensor has to has a transmitter and a receiver. Salome can show us the ultrasonic sensor.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
284,(20 second pause - demonstrating),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"So that's actually one of the programs that we are using, we are using an app called LegoMindstorm Excel. So that's what we use how to program the robots. We are using an EBT robot. So basically the program is just track and drop, they are using an algorithm to program the EBT robots.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,"Yeah it's more it's more, the program is more central.  It's like if you don't need to know and code all of it. (crosstalk) You just drag and drop in Excel, drag and drop different coordinates for the application version. (inaudible - crosstalk between NYSCI students)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
287,"OK, so I'm just wondering, for the MPESA team, what are you trying to come up with, like what's the final product of everything? Like what are you trying to make?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,"So, we're trying to, as for the project that I shared this week we are trying to make an automated hanging thing.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,Like an automated hanging thing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Where you can automatically hang your clothes and they'll hang without you necessarily being there. So That's that's like.... We are using the LegoMindstorm projects.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
291,And how are you using it to make the hanging line?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
292,"So we'll have the sensors like the touch sensor, a motor, and a pickso when you want to hang your line you just press the hatch down, to extend the information to you that will trigger the motorto hang the clothes automatically. And when there's rain, there's temperature and humidity sensor, it will send the information to the printer that will automatically hang the clothes when it's humid and starts to rain.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
293,"Woah, okay. So the New York team, what do you have to say about the project they are working on?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,(inaudible - audio too quiet),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,I think your voice is kinda disappearing so I'm not getting it clearly you might wanna get closer to the microphone.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"I'm saying the video that you want sent that they have one sent in for you already, a different one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,OK. So it's the same video she was supposed to send to the New York team?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,We have the video. Would you like us to share it?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Is it the same video that they have shared with the New York team?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"I already have that video. How how do I have it, because if I have it I can release it and share it with you people.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"Oh, it's right here. (crosstalk).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"Well, I think Benson and Salome, you'll have to share that video next time because I'm not understanding where it is and what's... I don't know. Salome we can't hear you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,I think they might have muted themselves.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"Oh, they're not on mute. I think they're just far away from the microphone cause when somebody gets closer they",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,(inaudible - too quiet),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Maybe you might want to let Benson talk because whenever he talks we get him clearly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"OK. Well the other project, I wasn't there in the other arc. Salome did it with Denis and they were doing their project about the color sensors in the light. That's the project they were presenting. Yeah. And this one is different.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
308,So is that the same project you wanted to present? What was it about?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"The other one, the other was about color sensors.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"Yeah, I got that. I got that. So I'm just wondering about this one that you wanted to share right now.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,What was it supposed to be about?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"No, this one was about ultrasonic sensors. So and we are using the only ultrasonic sensors like this to measure distance we are using and we are videoing it.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,"Okay. Maybe we'll have a chance to see it next time when you'll be having it ready. But for now, I would really like us to discuss about the prototype. The electric hanging line that Shukria was talking about so I'm just wondering what are the New York Science team thinking about the project.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
314,Can you hear me?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"Shukria would you mind? I think muting your microphone, there's some background noise from your microphone. You might wanna mute it. Okay. Thank you. So as I was asking the thoughts of the New York Science team on Shukria's project.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"I think, like can she, wait actually is Benson making it? Or is um",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"Can she explain a little more on like what she is exactly going to do, because I'm not like I think it's a really cool project, but I just want to have a little more information.",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
318,"Okay. Shukria. Can you give more information on the project? Because Yifan might be interested, but she does need a little more information.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"So basically the project, as I told you, is about making an automated hanging lane. So we are using an EVT robot using the Lego Mindstorm. So we are programing it using a Lego Mindstorm app. so you code it and send the information to the print. There are some sensors, for example a temp sensor, a temperature and humidity sensor. So when you're inside the house and you want to go and hang your clothes automatically outside you just sounds press the temp sensor to  send the information to the brickthat will  trigger the motor. That is not the whole setup, just to automatically hang the clothes outside and when that is when the atmosphere is humid and it wants to rain, the temperature and humidity sensor would send the information to the brick that will again trigger the motor without you necessarily being there, and it would automatically hang the clothes.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
320,"Oh, so basically, based on the weather, it will automatically decide whether or not to hang the clothes?",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
321,"Yeah. It will automatically decide whether to hang the clothes, but the initial stage that you want to go hang clothes you either want to press the touch sensor that will be placed as a switch inside the house.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,"Oh, that's a really cool idea.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
323,And it's very helpful as well.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,"Wait, so question, so the like the sensors will automatically have them hanged or like have them taken down?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
325,Both I think she said.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"Not, not the sensors will- the sensors are not the ones to perform the action of automatically hanging the clothes outside but the sensors will be connected to a motor and a brick. So the sensor will just send the information to the brick and the brick will trigger the motor so that it's can automatically hang the clothes. But it's not actually the sensor that performs the action. The sensor just sends the information to the brick and then the brick will perform the action of hanging the clothes.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
327,So the sensor is just going to read whether it's wet or dry?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328,"Yeah. When it's about to rain, we'll use a temperature and humidity sensor. So when it's about to rain, it just sends the information to the brick. I'll make the prototype and then I'll share.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
329,"Like, which sensor are you gonna use?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330,"We're using a touch sensor, temperature and humidity sensor. Yeah. Basically those are the two senses. Maybe an improvement. Yeah",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331,Wait the Lego Mindstorm has a sensor like that?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
332,Yeah. The Lego Mindstorm does have the sensor. A full kit has the sensors.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,So you’re programing in Lego Mindstorm to basically program the sensor to accept information and then give off more information about whether or not to hang the clothes.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
334,OK. So who are you working with Shukria?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"Currently, I'm working with Denis. But he is not in the meetup right now.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
336,"You can go ahead, Yifan, and ask.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"Oh, yeah. I was just thinking, like what like suggestions I can give because I think it's a really good idea but because, like, I don't really, like, do you want to know anything? Like, is there anything that you want us to kind of like tell you or discuss, because I don't really know what type of suggestions to give. I think it's a really good idea though. It'd be really cool to see the actual project.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338,"With that project you're doing, how many bricks are you going to have? Are you going to do a data chain? Or are you going to have two or three bricks or are you just gonna use one brick with a bunch of sensors?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
339,So I'm going to only use one brick and a medium motor. Medium sized motor. You know there are three types of motor in the Lego Mindstorm kit.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
340,"The large, small, and medium. So I'm going to the medium sized mortar and only one.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,"OK. And would you, would you need like, the rest of the team to help you maybe somewhere, maybe you have a question, maybe you felt you found some difficulties, a way trying to come up with the idea.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"I would really appreciate collaboration. Maybe to tell me more about what improvement I should make in the project. Yeah. Yeah, basically the improvements that you can make on the project. Maybe some more sensors that you can add to make the project to be more successful.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
343,"Okay, and so that should be after you have shared your prototype.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Yeah. I'll share in the next meet-up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"Okay. But right now you're comfortable, you've got nothing that may be difficult. Some way you would need some answers to help you facilitate the prototype?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"As for now, no.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"Okay, that's great. Yeah, I would, I personally would be eager to see that and I would be eager for the success of the electric hanging light. and Yeah, I know the rest of the team will be successful. Actually, I'm seeing Yifan is very much interested in that issue and maybe if she sees what you are doing she would want to collaborate. Yeah. So maybe you might you might want to keep her communicating with her in case you get stuck along the way, you can ask her to chip in and help you.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,I can share my email if you want.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,"Oh, I said I can share my email in the chat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"Yeah, sure you can. You just go ahead and then Shukria you can also share yours on the chat window.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"Yeah, okay. Let me share.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,"So basically the today's meeting meetup was for to see the progress of our Lego Mindstorm project. So if I got it right, I know right now we have a script. There's a video going to be in place today. Right, Arvind? You are going to shoot the video today?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353,I think that's what he said,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,"Yeah. So I think so far, so far, so good with the project. You have the video from MPESA foundation. Will you need anything else from MPESA foundation? Maybe contribution in anything?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"Well, we got one of the one of the videos, which is the color sensor one which I'm pretty sure you guys used the light sensor for that one. Well, we were wondering if it's possible if we can get like at least two clips like of different types of projects that you guys could do, because we've got you've provided us with the color sensor, which is good enough. We like that. But I was thinking if it was possible if we could have like another video. Any project, anything is fine if possible. More ideas that are more at least projects done even if it's a prototype, it doesn't really matter. As long as it follows the curriculum or the course it does, then everything should be fine. But yeah another video.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,"Okay. Mhmm. So MPESA team would you be able to share another video? Yeah, I know you people are doing a lot of robotics. So. Shukria, Salome, and Benson, the both Salomes, is there any other video that you people can share to Arvind so that he may include it in the final video?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,"As for now I don't have a video, but maybe I can share later on what I'm making.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,"I also just had one more comment, so I know, like, they're working with Lego Mindstorm and I learned before from Jason that it's kind of drag and drop kind of like coding. So I don't know if um the people from Kenya used this as well but in like at least in the United States, like in a lot of schools like, in the United States, yeah, they use something called Scratch. I don't know if you guys have heard of it. It's a kind of a coding program produced by M.I.T. students and it's targeted for people to learn programming easier because it's not too complicated where you have to come up with everything. They give you code and it's also kind of, I guess, kind of like Lego Mindstorm where you drag and drop so I think that's something like if you guys want to like kind of experiment with, that's also a fun, but not too hardcore.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
359,"Yeah, I get your point, Yifan, I've rarely interacted with Scratch. I don't know. There's a time we had a meetup on Scratch I don't know if Shukria, but I am sure if Salome and Benson, both Salomes you are not but Shukria did you? The one with Spring Valley? Have you ever been in a meet up with Spring Valley?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,I don't remember being in a meetup with her.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,What about the MPESA team?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,I don't think so.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,"Okay, so then have you ever heard of Scratch?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,"As for me, not yet, but I'm assuming I will learn more about it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,"Well, maybe you should go and check it. It's not very hard. It's just a drag and drop, sort of making some robots. So maybe you do want to. It's just Scratch, just type scratch.com and then you'll get to the site and start experimenting.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,"I'll send the link to the group chat if you guys want to check it out. It's a, it's a pretty, I guess, fun and interactive web site.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367,Yeah. The link is there so you can click it and maybe try practicing that.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"Also, I'll say that Scratch is like block based coding.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,And uh Lego Mindstorms app actually uses block based coding in fact and Scratch is like if you want to get more advanced into coding you could go to Scratch. There's several projects that have been done with scratch. You can make a game.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370,Yeah you can make games.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,"Or you can use hardware like there's hardware (inaudible) connected to your computer and then you can use that. Certain third party hardware will be recognized by Scratch so that you can use it. It's usually created for making things but I've seen people use like this piece of hardware called Mickey Mickey and you could connect that to your computer. You should be able to have a, like the Sprite is what they call it, which is the cat.So it's just like block based coding. It's similar to Lego Mindstorm one except this one you can get a little bit more advanced.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
372,Yeah. That's where kind of my idea came from to because when Jason mentioned block base coding I was like Scratch was another one that I knew about so maybe you guys would be interested.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
373,"Also, I have a question for the MPESA students with that humidity sensor that you're using is that a third party humidity sensor? Because I remember that like the Lego Mindstorms only provides very few sensors with them, one of them like being the gyro sensor (inaudible) and the (inaudible) sensor.So then I went on my other Macbook right here to find out like humidity sensors and I know that it's probably a third party, but I was wondering which exact humidity sensor are you guys using? If you have the answer to it.",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
374,"Shukria you might want to pick that, a question from Arvind.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"Shukria can you hear us? Well, I think Shukria is finding some connection issues and problems. I don't know Salome would you be knowing what kind of a humidity sensor she's using?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,"No, I'm not. But I'll try and help her and doing much tomake the prototype better.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,"Well, maybe Arvind whenever she finds her connection back she'll get to you if you're OK with that. OK, so. So this is an issue of one more video. Maybe, Benson, you should get the video that you're supposed to share during this meetup and send it to Arvind. Right?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,"Yeah. And please do so in maybe shortest time possible. Because the last time the video took so long, it was very difficult for the project to continue being created. Right? So, Shukria, it's fine. We noticed that your network was a bit of a problem, but don't try- I think she's gone. So Benson, is a Mr. Ron or Saras around?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"Okay. Maybe I should I should tell Mr. Ron so that it may not take long to be sent, because the last time I think Davis forgot to tell the teacher and so it really took a lot of time to send it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"I'm fine, how are you?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,"Okay, so there's this video that Benson and Salome wanted to share, but I think they couldn't get it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,"So, but we really need another video. The one that you sent I really appreciate but you need another video to have it in the project. So if you may help them get it and send it?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,"Yes. Actually, what we need. (cross talk) We opened up a common drive for IC4 that is shared for the teachers and the students. So I'm going to show them so that they share the videos and they were actually in the same folder together with you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,"Okay, so that would be totally fine. I just wanted to make sure that I tell, I tell a teacher so that they may not forget.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,"Yeah, to make sure that they have been shared that.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
