RowID,CollectionDate,Site,Speaker,Utterance,Content_Focus,Media_Production,Inclusive_Disposition,Social_Disposition
313,20181109,NYSCI,Allison,Yeah  I have.,0,0,0,0
314,20181109,NYSCI,Tenzin,I actually worked on it. I was audio for the video. Sorry for interrupting  Allison. It was really cool to watch her in person also it was inspiring to me because she said to follow by her words.,0,1,0,1
315,20181109,IC4,Danielle,Very cool. Allison  were you going to say something?,0,0,1,0
316,20181109,NYSCI,Allison,Oh  no this is my first time seeing it. But it was edited really well  I think.,0,1,0,1
317,20181109,NYSCI,Elaine,Thanks.,0,0,0,0
318,20181109,NYSCI,Allison,Good job Elaine.,0,0,1,0
319,20181109,NYSCI,Tenzin,Oh Elaine  I suggest you show to the program next time.,0,1,0,0
320,20181109,NYSCI,Elaine,I what?,0,0,0,0
321,20181109,NYSCI,Tenzin,Background music.,0,1,0,0
322,20181109,NYSCI,Elaine,Oh  wait.,0,0,0,0
323,20181109,NYSCI,Tenzin,I was like why isn't their music...cause some,0,1,0,0
324,20181109,NYSCI,Elaine,Oh  okay I see. I agree.,0,0,0,0
325,20181109,IC4,Danielle,How about Christine  Lameck  or Jake. Any thoughts?,0,0,1,0
326,20181109,SAG,Christine,I don't.,0,0,0,0
327,20181109,IC4,Danielle,Were you able to have any opinions about the video we just watched by Elaine?,0,0,0,0
328,20181109,SAG,Christine,No.,0,0,0,0
329,20181109,IC4,Danielle,Okay. Were You. Were you able to watch it. OK? Did it make sense? Or were you not able to hear it?,0,0,0,0
330,20181109,SAG,Christine,We were not able to hear.,0,0,0,0
331,20181109,IC4,Danielle,Okay. Well just in. There is a link in the chat window so you can watch it later too. If you wish.,0,0,0,0
332,20181109,SAG,Christine,Oh  okay.,0,0,0,0
333,20181109,IC4,Danielle,I've also put the link into the agenda. So even if after you want to watch it you'll be able to.,0,0,0,0
334,20181109,IC4,Ish,Okay  thank you  Danielle.,0,0,0,0
335,20181109,IC4,Danielle,I think Jake maybe it was about to say something.,0,0,1,0
336,20181109,IC4,Ish,Alright.,0,0,0,0
337,20181109,SVHS,Jake,I one question  one comment. My comment is. It was a very welldone video. Maybe so some constructive criticism is maybe have some more B-roll  because I do video production at Spring Valley High School as well. So  I make a lot of videos and B role is very important  just so we're not constantly going back to that same interview. Other than that  it was really good. Uh  and yeah backup music would've helped. Uh and the question is how many people worked on the video? How big was a group?,0,1,0,1
338,20181109,NYSCI,Elaine,Oh. All right thanks for the feedback. And um so all we did like  okay so basically there was...we Had one director and we had like the person who is asking questions which was Ish  actually right?,0,1,0,0
339,20181109,IC4,Ish,I was the one who actually uh was interviewing the alumni person.,0,1,0,0
340,20181109,NYSCI,Elaine,And then we had some person one-person audio. I think we have one person doing two cameras that's four people  right. And then we had editor. Yeah. I think there's like a fifth person too  who helped with camera at the end we' were doing  we were doing B roll.,0,1,0,0
341,20181109,IC4,Ish,Oh I am. Anyone else have a comment to make about the video? Yeah. I just want to add on to Jake's point like for the B-roll. Usually well when I was but I usually do it when I used to edit on ic4 like I'd be well and have like another B-roll after that instead of cutting back I must be very back down to her to her profile Maybe You can be a b-role and add to her profile that you're something good like doing like me in the future  be like You have her profile and b-roll and different B-roll like that  so string the b-rolls together more often  I guess  more often I guess. Yeah because you're just cutting back and forth which is just like it gets a bit like noxious  I guess.,0,1,0,0
342,20181109,NYSCI,Elaine,Yeah. Oh Okay. I Understand.,0,0,0,0
343,20181109,IC4,Ish,Cool.So um Tenzin do you have a video? Deal with video online so I have to actually disturb it much. Are you still working on it?,0,0,1,0
344,20181109,NYSCI,Tenzin,Well  the one I'm about to do  I'm filming tomorrow but I have a really old video.,0,1,0,0
345,20181109,IC4,Ish,Okay Yes sure.,0,0,0,0
346,20181109,NYSCI,Tenzin,OK. How do I screenshare?,0,0,0,0
347,20181109,IC4,Ish,On the bottom there's like a green button just go and I'll pop up oh she's on the way Tenzin.,0,0,0,0
348,20181109,NYSCI,Elaine,Are You iPod your iPad.,0,0,0,0
349,20181109,IC4,Ish,I think you should be able to. Danielle can confirm with that?,0,0,0,0
350,20181109,NYSCI,Tenzin,I don't know that.,0,0,0,0
351,20181109,IC4,Danielle,You should be...because You can screenshare from your phone too.,0,0,0,0
352,20181109,NYSCI,Tenzin,Oh. Okay. Let Me try to figure this out.,0,0,0,0
353,20181109,NYSCI,Elaine,Wait  if you go to the bottom a green button  It says Look share with the arrow thingy.,0,0,0,0
354,20181109,NYSCI,Elaine,Yeah it looks like something else  but yeah.,0,0,0,0
355,20181109,NYSCI,Tenzin,What do I press after...oh screen. OK. Got it. Oh  I have to go to settings. OK wait.,0,0,0,0
356,20181109,IC4,Ish,Wait I'm we'll put Tenzin on hold while she figures that out. Allison  you still working on yours as well? right?,0,0,1,0
357,20181109,NYSCI,Allison,I also another reel that I,0,0,0,0
358,20181109,IC4,Ish,Okay. So  I guess I'm just ready to set up and go?,0,0,0,0
359,20181109,NYSCI,Allison,Uh  Basically.,0,0,0,0
360,20181109,IC4,Ish,Okay. then while Tenzin works on that one  I guess  you can screenshare yours?,0,0,0,0
361,20181109,NYSCI,Allison,Uh  this is a video that I made a while ago. A couple of months ago...that got posted. Okay. Okay. Can you see my screen?,0,1,0,0
362,20181109,IC4,Ish,Yeah. we can see your screen.,0,0,0,0
363,20181109,NYSCI,Elaine,Oh Yes.,0,0,0,0
364,20181109,NYSCI,Allison,Uh Where is it?,0,0,0,0
365,20181109,NYSCI,Tenzin,Oh  Alison are you showing your science and religion video?,0,0,0,0
366,20181109,NYSCI,Tenzin,I also worked on that.,0,0,0,0
367,20181109,NYSCI,Allison,Oh really.,0,0,0,0
368,20181109,IC4,Ish,Cool. So  I Think Jake somehow...is Jake still on the call? Can't tell.,0,0,1,0
369,20181109,IC4,Danielle,Yes  he is.,0,0,0,0
370,20181109,IC4,Ish,He was lost my screen. Like wait  where did he go? OK. So  does anyone have a comment so far about it? How about Lameck and Christine? What did you guys think about it? Not sure you hear me or not. Lameck and Christine can you guys uh you guys have a comment about Allison's video?,0,0,1,0
371,20181109,SAG,Lameck,You think uh ... About the video. It's very nice.,0,1,0,1
372,20181109,IC4,Ish,It's nice.,0,0,0,1
373,20181109,SAG,Lameck,Yeah  I like it.,0,0,0,1
374,20181109,IC4,Ish,Okay cool.,0,0,0,0
375,20181109,IC4,Danielle,What makes it nice to you  in your opinion?,0,0,0,0
376,20181109,SAG,Lameck,I was also fooled by the optical illusions. So I learned a lot.,1,0,0,0
377,20181109,IC4,Ish,All right.,0,0,0,0
378,20181109,IC4,Danielle,Alison  I'm curious why you chose that.,0,0,1,0
379,20181109,NYSCI,Allison,Well  um 'cause I was on Instagram one day and I saw like an optical illusion  I was like wow  that's really cool. so  I like  researched like the science behind it and that's what inspired me to make the reel.,1,0,0,0
380,20181109,IC4,Ish,How about you  Jake and you have some video production experience right?,0,1,1,0
381,20181109,SVHS,Jake,Yeah. I liked the video. It was very well done  as well. Um  I'd say  it should be a little longer. It covered the topics pretty fast and it was hard to take all this in cause it goes over different concepts a little bit too fast. And It was just a little hard to keep up with the pace of the video so I think you should maybe expand on it and make another video that's longer and goes over each aspect of the illusion. And maybe go over different types of optical illusions as well.,0,1,0,1
383,20181109,IC4,Ish,Does anyone else have a comment to make?,0,0,0,0
384,20181109,NYSCI,Tenzin,Um  I also agree  but I think Allison  um I think you did a good job though like trying to make it concise in a way. And I was also on set as a director and the lighting was so bad and I think it was edited well enough to make it look good  so yeah.,0,1,0,1
385,20181109,IC4,Ish,Ok  so I agree with Jake. It went a bit fast as well  but I do understand because you have like a...I understand that you guys have a four-minute  five minute limit on your videos  cause from personal experience  so so what you could do then  instead of like  I'm not sure if this has been done before  but you can make a part-one  video part 2 video and part 2 can go more in-depth into it. And part one has more of a general aspect  general information of optical illusions  but if you just like  just like not go too much into details  yeah or give them like reference links if they want to understand more about optical illusion and stuff. Okay  cool. Um  Tenzin  how's your video?,0,1,1,0
386,20181109,NYSCI,Tenzin,I'll share right now.,0,0,0,0
387,20181109,NYSCI,Tenzin,Can you guys see it? I'll start it from the beginning.,0,0,0,0
388,20181109,IC4,Ish,Alright. I Can see it.,0,0,0,0
389,20181109,IC4,Ish,Um  your audio is not there but.,0,0,0,0
390,20181109,NYSCI,Tenzin,Oh  should I...,0,0,0,0
391,20181109,NYSCI,Elaine,Subtitles.,0,0,0,0
392,20181109,IC4,Ish,Did you a hand make the subtitles? I mean hand write the subtitles?,0,1,0,0
393,20181109,NYSCI,Tenzin,Uh  I did didn't actually.,0,0,0,0
394,20181109,IC4,Ish,Oh. okay.,0,0,0,0
395,20181109,IC4,Danielle,Maybe actually...could somebody else maybe pull it up on their computer so we can...,0,0,0,0
396,20181109,NYSCI,Elaine,I can do it.,0,0,0,0
397,20181109,IC4,Ish,Cause this is on You-tube right so we.,0,0,0,0
398,20181109,NYSCI,Elaine,Yeah  well um Tenzin,0,0,0,0
399,20181109,NYSCI,Tenzin,Let me un-share my screen.,0,0,0,0
400,20181109,NYSCI,Elaine,Yea.,0,0,0,0
401,20181109,NYSCI,Tenzin,You go there.,0,0,0,0
402,20181109,NYSCI,Elaine,Okay. so um. Um  wait what's the video called?,0,0,0,0
403,20181109,NYSCI,Tenzin,Come build your own group goldbreak machine  I think.,0,0,0,0
404,20181109,IC4,Ish,You kind of look like the references come up.And you see the different type of references that You-tube has for you?,0,0,0,0
405,20181109,NYSCI,Elaine,Oh my God.,0,0,0,0
406,20181109,NYSCI,Tenzin,I think she just went on the YouTube channel. There you go. This one.,0,0,0,0
407,20181109,IC4,Ish,Great.,0,0,0,0
408,20181109,NYSCI,Tenzin,That's It.,0,0,0,0
409,20181109,IC4,Ish,Did you build one yourself yet or no?,0,0,0,0
410,20181109,NYSCI,Tenzin,What?,0,0,0,0
411,20181109,IC4,Ish,Did you build a Rube Goldberg machine yourself yet or?,0,0,0,0
412,20181109,NYSCI,Tenzin,Uh no. I could have never...,0,0,0,0
413,20181109,IC4,Ish,Okay  so any comments.,0,0,0,0
414,20181109,NYSCI,Tenzin,Oh  sorry sorry.,0,0,0,0
415,20181109,IC4,Ish,Okay ,0,0,0,0
416,20181109,NYSCI,Allison,I really like the way it was edited. I liked the b roll...of the kid actually..like... on the machine.,0,1,0,0
417,20181109,NYSCI,Tenzin,Oh  thank you. Thanks.,0,0,0,0
418,20181109,IC4,Ish,Oh. Yeah.,0,0,0,0
419,20181109,IC4,Danielle,Well it's like the breakdown of who did what for the video?,0,1,0,0
420,20181109,NYSCI,Tenzin,Well  I actually was sort of supposed to do a last-minute um Beck just came to me and asked me to do audio and her and Kevin were doing camera A and camera B  because you could see the two camera angles switching  and then Jayde was just interviewing the director sort of on how to build it.,0,1,0,0
421,20181109,IC4,Ish,Okay  cool.,0,0,0,0
422,20181109,IC4,Danielle,And someone edited it?,0,1,0,0
423,20181109,NYSCI,Tenzin,Yeah  that was me. I also edited it.,0,1,0,0
424,20181109,IC4,Danielle,Oh OK.,0,0,0,0
425,20181109,IC4,Ish,Okay. Yeah. Guys  it's like if you guys worked on a project of someone else's  just mention it  so we know  and you're not gonna find out later  you know. Okay.,0,1,0,0
426,20181109,NYSCI,Tenzin,It's actually my first editing job so.,0,1,0,0
427,20181109,IC4,Ish,Oh. Wow. It's Pretty good.,0,0,0,1
428,20181109,NYSCI,Tenzin,Okay. Thank You.,0,0,0,0
429,20181109,IC4,Danielle,Was there anything you learned in the process?,0,0,0,0
430,20181109,NYSCI,Tenzin,Um  it takes a lot of revisions to make sure to get the perfect one to go up on YouTube.,0,1,0,0
431,20181109,NYSCI,Tenzin,So  yeah.,0,0,0,0
432,20181109,IC4,Ish,Yeah  I feel it. Okay. Um So  okay. Uh  So  how about Jake  Lameck and Christine? How do you guys feel about video? Does it make you like want to go and build a Rube Goldberg machine  because he knows the purpose of the video  right?,0,0,1,0
433,20181109,SAG,Christine,As for me  I enjoyed the video but I have a question. So  what do work on that machine?,1,1,0,1
434,20181109,NYSCI,Tenzin,What is the what? I didn't hear the middle part  sorry.,0,0,0,0
435,20181109,IC4,Ish,She's asking us to work on the machine  like what's the function of the machine?,0,0,0,0
436,20181109,NYSCI,Tenzin,Um  basically  you sort of have an object at the beginning and it goes through a long obstacle course sort of. And at the end  the purpose of the one in the video was to hit the bell  um but a lot of other people make it to do maybe close  close a door or something. There's like a bunch of purposes that it can fulfill. You should try one.,1,0,0,0
437,20181109,IC4,Ish,Okay. Do you understand more about the machine? or do you like need a little more elaboration? Great. Okay  yes. How about you  Jake?,1,0,1,0
438,20181109,SVHS,Jake,Yeah  I'd like to say because you're inviting other kids and other people to come to New York Hall of Science to partake in this  correct?,0,0,0,0
439,20181109,IC4,Ish,Yeah  I mean I was idea in video  right?,0,0,0,0
440,20181109,NYSCI,Tenzin,Hmmm.,0,0,0,0
441,20181109,SVHS,Jake,So  I'd say in the video you might want to explain what is a Rube Goldberg machine.,0,1,0,0
442,20181109,SVHS,Jake,Because correct me if I'm wrong  but it's a machine that's overcomplicated to do a simple task  right?,1,0,0,0
443,20181109,NYSCI,Tenzin,Hmm-mm.,0,0,0,0
444,20181109,SVHS,Jake,So  I think maybe just added at the beginning the video so it's not you have to do this one task you can do several things anyway you want. I think that would make it more broad and help like little kids understand who might not know what this is. Other than that  it was good editing  good lighting  overall good video.,0,1,0,1
445,20181109,NYSCI,Tenzin,Thank you. Cool lizard.,0,0,0,0
446,20181109,IC4,Ish,Yeah. I'm gonna mention that too. Yes. I'm gonna casually just chilling on his shoulder.,0,0,0,0
447,20181109,NYSCI,Elaine,Yeah  I was like ,0,0,0,0
448,20181109,SVHS,Jake,Yeah. This is Aries. He's a bearded dragon.,0,0,0,0
449,20181109,NYSCI,Tenzin,Okay. Cool  cool. Cool Little lizard.,0,0,0,0
450,20181109,SVHS,Jake,Just chills.,0,0,0,0
451,20181109,IC4,Ish,So um. I Think that covers most people's project stuff. Um Lameck and Christine  do you guys have a popup-like a video. I mean have a PowerPoint or a video of some kind? It's totally fine if you don't have any. I was like wondering if you guys have anything to share today.,0,0,1,0
452,20181109,SAG,Christine,For me  I don't have a video. Mine is just a lot of explanations.,0,0,0,0
453,20181109,SAG,Christine,Oh right. in the Sway.,0,0,0,0
454,20181109,IC4,Ish,It's totally fine. It's totally fine. It's perfectly fine.,0,0,0,0
455,20181109,SAG,Lameck,It's fine.,0,0,0,0
456,20181109,SAG,Christine,Okay. Can you explain. Are you okay?,0,0,0,0
458,20181109,SAG,Christine,Okay. So  as I told you  I yeah  I was working on one of the Sustainable Development Goals that is clean water and sanitation. So  other than that  uh I was just looking for some of the creative ways in which uh  we can use to enhance clean water and uh good sanitation  apart from the government's initiated methods. So  other than that  I was about to explain how we can purify water and we have several ways in which you can use to purify water. We can boil  we can use chlorine and other chemicals. So  I had an interesting uh method. You can also use the UV rays to purify water  and uh according to research  it is one of the best way of purifying water because according to statistics  it is stated that it kills almost ninety-nine point ninety-nine percent of their micro-organisms  but as for me  I want to prove that it is the best way  so  with that  I want to maybe do some...go to the lab test and uh test  if  up  we refine water with the UV rays  it is the best way of refining water  I want to prove to people that uh it is the best way  I want to prove if it kills almost 99 percent of micro-organisms  that water we drink because if you can see that  now a days  many people are suffering with these kind of diseases like cholera and uh maleria  which are bad diseases. So  as for me I just had that now under. I also posted that question for you to help me in answering that question. I think you look at it later.,1,0,0,0
459,20181109,IC4,Ish,Alright. The other question  where did you post the question? Where did you post the question?,0,0,0,0
460,20181109,IC4,Danielle,Oh  Christine  just go ahead and ask it. Just ask it.,0,0,1,0
461,20181109,SAG,Christine,They... It's yes.,0,0,0,0
462,20181109,IC4,Danielle,It's in the agenda  Ish. It's on towards...but Christine  do you want to go ahead and just tell us what the question? What is the question? Just tell us.,0,0,1,0
463,20181109,SAG,Christine,Okay. Okay.,0,0,0,0
464,20181109,IC4,Ish,Oh  I see it.,0,0,0,0
465,20181109,SAG,Christine,Ok. Uh Apart from the the government-initiated methods that the government is using to enhance clean water and sanitation  what are the other creative ways which we can use  because we can see that creativity is one of the 21st century skills. So  what are some of the other creative ways that we can use to maybe deal with this uh issue of clean water and sanitation? So that was my question.,1,0,0,0
466,20181109,IC4,Ish,Okay. Well  for me this is the first time I've heard of you UV rays. But I think it's a brilliant idea.,1,0,0,1
467,20181109,NYSCI,Tenzin,Yeah me too.,0,0,0,0
468,20181109,IC4,Ish,You come up with it? That's great.,0,0,0,0
469,20181109,SAG,Christine,So  uh the idea  I got it from a magazine. I read it from a magazine and I decided to go deeper and explain how it works. So  you consider the UV rays a form of killing the DNA  so killing the DNA  prevents the organism from reproducing. So  I'll go ahead and explain more when I prepare a Sway or a video. I am not yet through with that...that project  so  when I get through  I think... uh I'll explain more and more. Yeah.,1,0,0,0
470,20181109,IC4,Ish,Okay. An Interesting idea...to share that an interesting idea is that... the um...do you know how the antibiotics  when like when people abuse antibiotics  sometimes there are bacteria that grow resistant to it is...you might want to look into if possible for some bacteria you become resistant to the UV rays of treatment. That's something if you want to look at as well. Okay  alright. So  like does anyone have an answer to um Christine's question that she mentioned earlier? Um  that's a pretty tough question. Scientists have been dealing with it for a long time. I was just asking if anyone else could answer your question. To add something to answer your question.,1,0,0,0
471,20181109,SVHS,Jake,Some of it is add to that. Um  it's not my idea. It's something that's actually in use right now. I live in Las Vegas and our local water source is from Lake Mead and we have to treat that water before we can use it. So  we have a wastewater treatment plant here outside of town where they actually use ozone purify the water because ozone actually kills viruses and 100 percent of all bacteria and fungus. It's not cheap but it's a very effective way at purifying water that's actually in use and I think that could be something you could talk about as well  uh with your research and one thing I would like to ask is how cost effective is the UV radiation for purifying water and how can you apply UV radiation in that scale? I know they make UV whites. Like  I have a UV lamp here for my lizard  but which is just a giant scale version of that or is there another way to apply UV radiation to the water? Is my question.,1,0,0,0
472,20181109,IC4,Ish,Okay cool. That's also a pretty valid point cost effectiveness of actually treating the water itself. So yeah Christine like when you're doing more of your research  you might want to find out whether it's actually cost effective to use UV to treat water.,1,0,1,0
473,20181109,IC4,Ish,Food. How about the group from from NYSci. Do you guys have a comment?,0,0,1,0
474,20181109,NYSCI,Tenzin,I don't know that much about purifying water so I don't want to butcher anything and contribute anything that's not of any use so.,1,0,0,0
475,20181109,IC4,Ish,I mean it doesn't have to be...like what you think about the idea. Do you think it's like a...,0,0,0,0
476,20181109,NYSCI,Tenzin,Oh I didn't really. Yeah I think it's really interesting. I've never heard about UV rays stuff like that and I think it'd be informative for a lot of people.,1,0,0,1
477,20181109,IC4,Ish,Maybe you and Christine can like collaborate. Like she can give you the research and you can make a video about  you know  UV rays. That'd be pretty cool  right?,0,1,0,1
478,20181109,NYSCI,Tenzin,Yeah. I'd learn a lot.,0,0,0,0
479,20181109,IC4,Ish,Like both of you can help each other out. They anyone not having other comments? OK. So  I think this meeting has been pretty good so far. Oh. we all talked about it things as anything anyone wants to mention before we start closing off? No?,0,0,0,0
480,20181109,IC4,Danielle,Well  Lameck  were you going to talk about.,0,0,1,0
481,20181109,IC4,Ish,All right I'm so sorry.,0,0,0,0
482,20181109,IC4,Danielle,maybe  I think you were going to mention a project you were doing. Yes you.,0,0,1,0
483,20181109,SAG,Lameck,Okay. My project was...uh  about technology project  but let me share about the one I'm doing currently in the process is about trapping of sunlight and is an idea that just came up in the mind because how to make work easier because the sun's energy it can be used in so many ways. It can  you know  help in the same way you find water and also  you know  heating whereby  you know  can be used as...I don't know how to explain it  really  but uh. So  maybe I get back to you after I'm done with that research exactly  but now let me share about what I understand well. It's about anti-gravity. So  the idea was you know gravity  how to  you know  reduce the gravity itself and to be free from gravity and uh. So  we have...let me see  an anti-gravity so. we love  love low gravity capacities of gravity on a large scale. It's an idea that came up in my mind of how to make work easier using...how to raise boulders  you know  raising boulders is much harder when you have gravity. So  I found out a way on how to reduce gravity and you can raise the boulders. Heavy  heavy  heavy materials to higher ground so I want to learn the gravity  human brain  and uh  everything about using a magnet. Those are my projects.,1,0,0,0
484,20181109,IC4,Ish,Alright  that sounds pretty cool. But that's a lot too. Must keep you busy. Yeah um...Could you elaborate monitoring like antigravity thing is like a machine or is it like a concept or something?,1,0,0,1
485,20181109,SAG,Lameck,Not really like a machine  but rather  it's a setup  this setup can reduce gravity so that I say that it's called the antigravity. So you create like a UFO  unidentified flying object. So  yeah. So that UFO can reduce gravity and uh so that region that you have the setup can...,1,0,0,0
486,20181109,IC4,Ish,Okay  so are you still working on the setup?,1,0,0,0
487,20181109,IC4,Ish,Okay. Cool  cool  cool. So you want to get that done. That sounds pretty cool.,0,0,0,1
488,20181109,SAG,Lameck,So the setup it includes of uh simple household things,1,0,0,0
490,20181109,SAG,Lameck,Just simple household items such as  you know  glass  aluminum foil...,1,0,0,0
491,20181109,IC4,Danielle,Sorry Lameck  we didn't actually say anything but we missed a little bit of what you said you were talking about the materials. All we heard was aluminum foil...,0,0,0,0
492,20181109,IC4,Ish,Things cut off from there. I thought it was just me. 'Cause no one else was saying anything.,0,0,0,0
493,20181109,SAG,Lameck,I was saying  starting from glass you know basic things of getting into you can start from using a glass. Aluminum foil  and you know and steel and copper coins. So  we have this setup  you will find out that they set up the job get it using the glass aluminum foil the copper coins and bedsheets  it you start to know the will be looked at it and then did so start using that concept  it can the quantity will allow that each anti-gravity so region that is not up to now be in the act to do so the region will be free of gravity and that gets the job. So that's just the basic concept about anti-gravity  so using this concept can get a region gravity. Whereby  uh  I only know this goes but I wish to create that larger region of about 1 kilometer free of gravity.,1,0,0,0
494,20181109,IC4,Ish,During a mini set up already in many by my eye you can show us. I you still working on it?,0,0,0,0
495,20181109,SAG,Lameck,So for now I have a Sway. So  I'm looking for a video. It does give you some time soon. The video is coming very soon. Oh no. I shall. Yes  you do. Guys. Yeah.,0,1,0,0
496,20181109,IC4,Ish,I mean if you want you can share us the Sway.,0,0,0,0
497,20181109,SAG,Lameck,This Sway?,0,0,0,0
498,20181109,IC4,Ish,Yeah.You can like screenshare the Sway and walk us through it. That would be pretty cool.,0,0,0,0
499,20181109,SAG,Lameck,Let me just share this Sway. Just a moment.,0,0,0,0
500,20181109,IC4,Ish,Take your time. Anyone else have like a question about the gravity machine while you pull it up?,0,0,0,0
501,20181109,NYSCI,Elaine,Wait. Did you see the chat?,0,0,0,0
502,20181109,IC4,Ish,The chat?,0,0,0,0
503,20181109,IC4,Danielle,The chat window. There are some questions.,0,0,0,0
504,20181109,IC4,Ish,Oh. Okay. Also I think he mentioned earlier that like when lifting heavy objects he wants to reduce the work needed to like reduce the objects. That's why he wants to reduce gravity. He doesn't have a prototype. He's working on it. And why do you need to use materials. And how would you make the inside anti-gravity? I think he's still researching it and his own prototype.,1,0,0,0
505,20181109,NYSCI,Elaine,Interesting.,0,0,0,0
506,20181109,IC4,Ish,Okay. So the mic  there's a quick question about why you need to use materials.,1,0,0,0
507,20181109,IC4,Danielle,Why do you need those materials?,1,0,0,0
508,20181109,SAG,Lameck,Really. That's the problem. It is in the Sway. So let me just show you. I'll answer your questions right there. He can just continue. ,1,1,0,0
509,20181109,IC4,Danielle,You know  as you're talking Lameck  I'm wondering if maybe somebody here um in one of the other sites might you do a mini prototype of what you're saying  like a quick video for you to incorporate into your project your project. You're saying that's very simple materials  right?,0,1,0,0
510,20181109,SAG,Lameck,I made a prototype in the video you can see.,1,1,0,0
511,20181109,NYSCI,Elaine,Wow that's really cool. You think I can build a prototype right now?,1,0,0,1
512,20181109,IC4,Danielle,Can you? Do you have the materials? Wait...,0,0,0,0
514,20181109,NYSCI,Elaine,Right now. What makes you think that inspires you right now? Well  I mean like he said you can use household items. I'm assuming you have most of them home. I didn't know you could build like some kind of gravity machine with household items. I think that's really interesting.,1,0,0,1
515,20181109,SAG,Lameck,You know  this is the introductory part that's introduced about so I use gravity to introduce about gravity first  so that you not just really get the concept itself. Then  now  uh out of the links you can learn more about gravity from the things that are here that you can see. That now  now this the antigravity part Yeah so  the objective...the objective here  so  the antigravity was just an idea of creating here that is free from the force of gravity. So  that's all about antigravity then uh it was discovered by uh genetic illusion  Podkletnov  he is a Russian physicist  then uh... It also been accepted by the NASA. And now  as you know these are the materials that you need and their functions. So  as you can see there is one glass which is best to hold the larger coin and the phone. You also need a phone to the larger coin. So  those two copper coins; one; will be out of the bottle outside of the glass  the other one will be inside the glass; so it's just like know  then  kitchen foil  that is the me then uh that's just job the microwave in a way that is produced by the vibrations  then uh the sticky tape that's what holds the glass together will be conducted  then a phone  the phone now  you keep it inside the glass  so inside so the glass will be  the you know uh just the pressure itself  will be conducted to use the microwave energy; so  next you put everything  you put which after you know  the kitchen foil will you know  like wrap it around the glass  so when you wrap it around the glass  now  you put them at  you test them. Look at this procedure yes  its see  uh so you stick the small pennies  uh the pennies  more pennies  now piece of paper in the glass the larger point in the glass on the phone  You put pressure on you know  uh not the other way round so  the impression model so that you can reduce the with chemical energy  then you wrap the entire glass with kitchen foil. Then  uh now  you make a point-stick and wrap around the top of the bedsheets to connect  then just place on the ground outside  so  when the spread the bedsheets around the glass  you spread them equal distances them equal distances  then you pay them the  you know  then start to dip  then uh place it outside. Then the phone  that is that the glass you hold it that can be you in it. Then they break. Then after some time  you'll see the glass rising.,1,0,0,0
516,20181109,SAG,Lameck,Let me see if I can show you on Youtube. Just see if I can show you on YouTube.,0,1,0,0
517,20181109,IC4,Ish,Really interesting. I've never heard of this before.,0,0,0,1
518,20181109,NYSCI,Tenzin,Same.,0,0,0,0
519,20181109,SAG,Lameck,Okay. Just a moment. ,0,0,0,0
520,20181109,IC4,Danielle,Ish check on the Chat window.,0,0,0,0
521,20181109,IC4,Ish,So  the guys at NySci  you should try building this as well  right?,1,0,1,0
522,20181109,NYSCI,Tenzin,Yeah  'cause we have a lot of materials.,0,0,0,0
523,20181109,NYSCI,Elaine,Well I think I care about it like I hope like literally but like  I think are outside  right? Let's again do it outside.,0,0,0,0
524,20181109,IC4,Ish,I mean  Lameck  do have to do it outside?,0,0,0,0
525,20181109,NYSCI,Elaine,Is there like any warnings?,0,0,0,0
526,20181109,IC4,Danielle,Lameck  Did you hear that? Is there do can you do it outside? Do you have to do it. Can you do it inside?,0,0,0,0
527,20181109,SAG,Lameck,Outside. But outside. Well you know  Inside the house will not be effective as much as it would be outside. That's why it's recommended it outside. I would say that better experience going to get you to.,0,0,0,0
528,20181109,IC4,Danielle,Thank you for clarifying and good question Elaine.,0,0,0,1
529,20181109,NYSCI,Elaine,Welcome.,0,0,0,0
530,20181109,SAG,Lameck,Yeah  you see  so too is start rising some type.,0,0,0,0
531,20181109,NYSCI,Tenzin,It could be a ghost.,0,0,0,0
532,20181109,NYSCI,Elaine,What? Oh my God.,0,0,0,0
533,20181109,SAG,Lameck,That's for them to go to but now that's from household items  but there is another setup that I need to share  but I'll share it soon  it to you now. See the display at the house. I didn't I just did this to make the poster come out clearly but. try them now Now the other way  there's another way to get that gravity now  on the larger region. As I say  be up to one kilometer  so it really needs a lot of you know it starts under you know setups. That's why  you know...really need that,1,0,0,0
534,20181109,IC4,Ish,Before you start on your one kilometer project I should probably start on a smaller scale like try making them try making like a smaller version of it and I'm like show it to us as well. We'll do you like the people at NYSCI try to build one. Once you have your set up and instructions  maybe you then you can post instructions like the materials so that people at NYSCI can make one of their own  right? That way you can check out if you like rises in different heights in different places. And that might be something interesting to explore as well. And once you get a prototype done so you can get other people involved to make it as well. Okay. cool. Does anyone else have any ideas or questions about the anti-gravity machine?,1,0,0,0
535,20181109,NYSCI,Elaine,I agree with what Ish said. It looks like you would like labs where these kind of experiments is always better to do like a small scale because you waste of time.,1,0,0,0
536,20181109,IC4,Ish,Yeah. Um  Hi Zach. I do have a project something I want to talk about my question. Hi Zach.,0,0,1,0
537,20181109,IC4,Zach,I don't have any questions...just learning from you.,0,0,0,0
538,20181109,IC4,Ish,OK. Cool. So  does anyone they don't have anything else  I feel like they have any questions and he has no one mentioned before you start closing off  officially now.,0,0,0,0
